"","years","runtime_minute","rate_score","gross_million","votes","certificates"
"1",2015,138,7.9,936.66,825209,"PG-13"
"2",2019,181,8.5,858.37,659441,"PG-13"
"3",2009,162,7.8,760.51,1076,"PG-13"
"4",2018,134,7.3,700.06,562765,"PG-13"
"5",2018,149,8.5,678.82,744491,"PG-13"
"6",2015,124,7,652.27,555362,"PG-13"
"7",2012,143,8,623.28,1216,"PG-13"
"8",2017,152,7,620.18,523068,"PG-13"
"9",2018,118,7.7,608.58,224750,"PG"
"10",2008,152,9,534.86,2169,"PG-13"
"11",2016,133,7.8,532.18,517637,"PG-13"
"12",1999,136,6.5,474.54,690993,"PG"
"13",2015,141,7.3,459.01,698492,"PG-13"
"14",2012,164,8.4,448.14,1437,"PG-13"
"15",2019,123,6.9,426.83,392529,"PG-13"
"16",2013,146,7.5,424.67,589034,"PG-13"
"17",2006,151,7.3,423.32,628812,"PG-13"
"18",2018,128,6.2,417.72,239259,"PG-13"
"19",2017,141,7.4,412.56,515480,"PG-13"
"20",2013,130,7.2,409.01,719491,"PG-13"
"21",2016,147,7.8,408.08,619229,"PG-13"
"22",2012,142,7.2,408.01,811714,"PG-13"
"23",2017,119,6.9,404.52,283954,"PG-13"
"24",2002,121,7.3,403.71,658897,"PG-13"
"25",1993,127,8.1,402.45,812607,"PG-13"
"26",2009,150,6,402.11,372591,"PG-13"
"27",2017,136,7.6,389.81,522529,"PG-13"
"28",2019,129,7.6,388.53,260218,"PG-13"
"29",2005,140,7.5,380.26,673086,"PG-13"
"30",2004,127,7.3,373.59,517776,"PG-13"
"31",2016,108,8,363.07,856779,"R"
"32",2015,137,7.2,353.01,344573,"PG-13"
"33",2011,154,6.2,352.39,373610,"PG-13"
"34",2014,133,7.3,350.13,415721,"R"
"35",2014,123,6.6,337.14,391901,"PG-13"
"36",2007,139,6.2,336.53,476567,"PG-13"
"37",2018,143,7,335.06,323451,"PG-13"
"38",2017,133,7.4,334.2,470172,"PG-13"
"39",2014,121,8,333.18,993608,"PG-13"
"40",2016,151,6.5,330.36,596068,"PG-13"
"41",2016,123,6,325.1,561377,"PG-13"
"42",2018,119,7.7,324.59,435172,"R"
"43",1977,121,8.6,322.74,1170,"PG"
"44",2007,144,7,319.25,579648,"PG-13"
"45",2008,126,7.9,318.41,896550,"PG-13"
"46",2008,122,6.1,317.1,405481,"PG-13"
"47",2017,130,7.9,315.06,531514,"PG-13"
"48",2010,124,7,312.43,685231,"PG-13"
"49",2002,142,6.5,310.68,605727,"PG"
"50",2007,169,7.1,309.42,571144,"PG-13"
"51",1983,131,8.3,309.13,900772,"PG"
"52",1996,145,7,306.17,508077,"PG-13"
"53",2003,143,8,305.41,983216,"PG-13"
"54",2012,143,7.7,304.36,606466,"PG-13"
"55",2009,153,7.6,301.96,438152,"PG"
"56",2010,124,5,300.53,217257,"PG-13"
"57",2010,148,8.8,292.58,1918,"PG-13"
"58",2007,138,7.5,292,473848,"PG-13"
"59",2013,143,7.1,291.05,664499,"PG-13"
"60",1980,124,8.7,290.48,1098,"PG"
"61",2015,137,6.5,281.72,265114,"PG-13"
"62",2003,138,7.2,281.49,492554,"R"
"63",2011,117,4.9,281.29,213684,"PG-13"
"64",2012,136,6.9,262.03,539273,"PG-13"
"65",2004,115,8,261.44,625243,"PG"
"66",2014,136,7.7,259.77,696752,"PG-13"
"67",2014,100,7.8,257.76,312739,"PG"
"68",2009,127,7.9,257.73,564485,"PG-13"
"69",1989,126,7.5,251.19,323488,"PG-13"
"70",1997,98,7.3,250.69,493170,"PG-13"
"71",1981,115,8.4,248.16,839749,"PG"
"72",2014,165,5.6,245.44,289644,"PG-13"
"73",1996,113,6.4,241.72,166352,"PG-13"
"74",2014,97,7,241.41,325555,"PG"
"75",2011,136,6.6,241.06,460284,"PG-13"
"76",2013,130,7.1,238.68,355210,"PG-13"
"77",1984,105,7.8,238.63,337135,"PG"
"78",1984,105,7.3,234.76,153883,"R"
"79",2006,104,6.7,234.36,465719,"PG-13"
"80",2014,132,8,233.92,637598,"PG-13"
"81",2016,115,7.5,232.64,552527,"PG-13"
"82",1997,129,6.6,229.09,358242,"PG-13"
"83",2017,120,6.4,229.02,352928,"PG-13"
"84",2013,132,7.7,228.78,452442,"PG-13"
"85",2008,92,6.4,227.95,425431,"PG-13"
"86",2007,115,8,227.47,588225,"PG-13"
"87",2017,137,8.1,226.28,598117,"R"
"88",2001,90,6.6,226.16,191196,"PG-13"
"89",2017,136,6.7,226.01,191248,"PG-13"
"90",2014,102,7.8,222.53,387574,"PG"
"91",2018,147,7.8,220.16,261011,"PG-13"
"92",2007,124,6.5,219.96,210518,"PG"
"93",2005,187,7.2,218.08,376180,"PG-13"
"94",2010,98,8.1,217.58,632286,"PG"
"95",2006,149,6.6,217.54,382714,"PG-13"
"96",2018,118,7.1,216.65,275567,"PG-13"
"97",2008,92,7.5,215.43,396394,"PG"
"98",2000,123,6.1,215.41,299562,"PG-13"
"99",2003,134,7.4,214.95,493880,"PG-13"
"100",2018,135,6.9,213.77,259570,"PG-13"
"101",2018,112,6.7,213.52,320748,"PG-13"
"102",2002,94,6.2,213.31,188616,"PG-13"
"103",2006,117,7.6,210.61,708028,"R"
"104",2011,130,7.3,209.84,338679,"PG-13"
"105",2011,132,7.4,209.4,439143,"PG-13"
"106",2009,128,7.6,209.03,561339,"PG-13"
"107",2014,130,7.6,208.55,398892,"PG-13"
"108",2005,140,8.2,206.85,1239,"PG-13"
"109",2013,112,6.9,206.36,564269,"PG-13"
"110",1999,95,6.6,206.04,208997,"PG-13"
"111",1991,137,8.5,204.84,946445,"R"
"112",2014,142,6.6,202.85,400217,"PG-13"
"113",2013,116,7,202.36,570896,"PG-13"
"114",2001,130,6.3,202.02,290208,"PG-13"
"115",1998,151,6.7,201.57,380868,"PG-13"
"116",2014,123,6.4,200.68,362797,"PG-13"
"117",2006,154,6,200.08,264574,"PG-13"
"118",2015,148,6.8,200.07,364713,"PG-13"
"119",2001,183,6.2,198.54,300198,"PG-13"
"120",2009,94,6.4,198.35,140288,"PG"
"121",1989,127,8.2,197.17,656308,"PG-13"
"122",2015,131,7.4,195.04,323925,"PG-13"
"123",2014,112,7,191.72,330064,"R"
"124",2014,101,5.8,191.2,195271,"PG-13"
"125",2002,88,6.2,190.42,326976,"PG-13"
"126",2018,117,8.4,190.24,293436,"PG"
"127",2017,106,7.9,188.37,499186,"PG-13"
"128",2000,155,8.5,187.71,1262,"R"
"129",2013,98,7.2,187.17,182152,"PG"
"130",2011,129,7.5,186.85,404010,"PG-13"
"131",2004,124,6.4,186.74,398091,"PG-13"
"132",2005,120,6.5,186.34,430423,"PG-13"
"133",1995,121,5.4,184.03,226381,"PG-13"
"134",1993,130,7.8,183.88,253260,"PG-13"
"135",2015,156,8,183.64,655600,"R"
"136",2000,130,6.4,182.62,150085,"PG-13"
"137",2001,92,5.9,181.17,283338,"PG-13"
"138",2011,115,7,181.03,710292,"PG-13"
"139",1996,110,7.1,180.98,369340,"PG-13"
"140",2015,117,7.3,180.2,532141,"PG-13"
"141",2001,119,5.7,180.01,204744,"PG-13"
"142",2009,107,6.6,179.88,449682,"PG-13"
"143",1984,118,7.6,179.87,422052,"PG"
"144",1986,110,6.9,179.8,273742,"PG"
"145",2012,106,6.8,179.02,321811,"PG-13"
"146",2014,102,7.8,177,289965,"PG"
"147",2011,105,7.6,176.76,482140,"PG-13"
"148",2011,124,6.9,176.65,699391,"PG-13"
"149",2010,140,6.2,176.59,151696,"PG"
"150",2004,108,7.7,176.24,416931,"PG-13"
"151",2017,104,7.3,175.75,123307,"PG"
"152",1986,97,6.6,174.64,87810,"PG-13"
"153",2004,131,6.8,173.01,292076,"PG"
"154",1997,124,6.5,172.96,171966,"R"
"155",2017,129,6.6,172.56,242155,"PG-13"
"156",2010,125,6.8,172.06,303037,"PG"
"157",1999,136,8.7,171.48,1574,"R"
"158",2019,131,7.5,171.02,220809,"R"
"159",2008,106,6.6,168.37,387210,"PG-13"
"160",2007,100,5.8,168.27,111205,"PG-13"
"161",2017,118,6.6,168.05,252107,"PG-13"
"162",2006,144,8,167.45,553811,"PG-13"
"163",2009,158,5.8,166.11,337249,"PG-13"
"164",2019,137,6.5,165.55,131052,"PG-13"
"165",1991,143,6.9,165.5,170726,"PG-13"
"166",2011,90,7.2,165.25,238510,"PG"
"167",2010,106,5.8,163.21,262240,"PG-13"
"168",1992,126,7,162.83,261680,"PG-13"
"169",2016,123,6.6,162.43,197229,"PG-13"
"170",2002,133,6.1,160.94,196517,"PG-13"
"171",2019,104,7.5,160.8,86057,"PG"
"172",2013,117,6.6,159.58,156815,"R"
"173",2016,122,7.1,158.85,216964,"PG-13"
"174",2000,104,7.4,157.3,550354,"PG-13"
"175",2016,144,6.9,155.44,373318,"PG-13"
"176",2012,127,6.1,155.33,264191,"PG-13"
"177",1999,124,7,155.25,375315,"PG-13"
"178",2015,114,6,155.19,200183,"PG-13"
"179",2009,107,6.6,155.06,250166,"PG-13"
"180",2005,106,5.7,154.7,302853,"PG-13"
"181",2015,120,8.1,154.06,817882,"R"
"182",1987,100,6.5,153.67,101697,"R"
"183",2009,118,5.8,152.27,194141,"PG-13"
"184",2014,139,6.7,150.95,409083,"PG-13"
"185",1985,96,6.5,150.42,146572,"R"
"186",2003,109,6.3,150.37,363302,"R"
"187",2010,95,7.2,148.42,215394,"PG"
"188",1989,114,7.2,147.25,153953,"R"
"189",2017,140,7.4,146.88,212797,"PG-13"
"190",2011,131,7.7,146.41,625016,"PG-13"
"191",1994,141,7.2,146.28,226697,"R"
"192",2008,90,7.8,145,548375,"PG-13"
"193",2004,115,7.1,144.8,478570,"PG-13"
"194",1992,118,6.7,144.73,150301,"R"
"195",2001,106,6.8,144.53,330661,"PG-13"
"196",2019,104,6.6,144.11,112788,"PG"
"197",2016,95,7.1,143.53,123521,"PG"
"198",2018,113,5.7,143.01,129755,"PG-13"
"199",2002,124,5.9,142.11,168946,"PG-13"
"200",2008,150,6.5,141.62,185182,"PG"
"201",1998,98,7,141.15,227527,"PG-13"
"202",1998,120,6.2,140.46,155011,"PG-13"
"203",2019,132,7.1,140.37,213025,"PG-13"
"204",2018,110,6.2,140.22,160228,"PG-13"
"205",2007,91,6.2,140.13,146239,"PG-13"
"206",2012,92,6.2,139.85,279568,"PG-13"
"207",2003,129,6.7,139.31,427706,"R"
"208",2003,147,6.6,138.61,217467,"R"
"209",2012,109,7.2,138.45,490454,"R"
"210",2018,140,7.5,137.69,328908,"PG-13"
"211",1996,121,6.6,136.49,113884,"R"
"212",1998,139,5.4,136.31,175978,"PG-13"
"213",1990,93,6.8,135.27,80955,"PG"
"214",2014,99,6.2,134.94,97545,"PG-13"
"215",2007,128,7.1,134.53,378068,"PG-13"
"216",2008,112,6.7,134.52,415364,"PG-13"
"217",2008,110,6.7,134.51,348237,"R"
"218",1978,143,7.3,134.22,152242,"PG"
"219",1996,136,7.4,134.07,300334,"R"
"220",2006,126,6.9,134.03,315561,"PG-13"
"221",2009,138,6.7,133.38,260502,"PG-13"
"222",2013,126,6.7,132.56,413032,"PG-13"
"223",2003,138,5.6,132.18,244363,"PG-13"
"224",2002,145,7.6,132.07,483192,"PG-13"
"225",2007,92,5.6,131.92,243749,"PG"
"226",2010,103,4.1,131.56,141196,"PG"
"227",2001,100,5.8,131.14,190702,"PG-13"
"228",1998,127,6.6,130.44,147331,"R"
"229",2008,110,6.5,130.32,195067,"PG-13"
"230",2015,119,6.2,130.18,206459,"PG-13"
"231",2017,154,5.2,130.17,126696,"PG-13"
"232",2016,116,5.2,128.34,194680,"PG-13"
"233",2014,129,7.7,128.26,563179,"R"
"234",2000,120,7.8,128.08,244745,"PG-13"
"235",2016,107,6.3,127.44,147434,"PG-13"
"236",2018,114,6.8,127.2,117929,"PG-13"
"237",2003,107,5.9,127.15,239219,"PG-13"
"238",2011,112,7,127,326081,"PG-13"
"239",1999,128,6.4,126.94,180392,"PG-13"
"240",1977,96,7,126.74,42411,"PG"
"241",2014,89,6.4,126.66,417841,"R"
"242",2016,110,6.2,126.64,155758,"PG-13"
"243",2012,115,6.7,126.37,197151,"R"
"244",1997,119,6.5,125.33,173096,"PG-13"
"245",2009,115,6.5,125.32,332135,"PG-13"
"246",2000,98,5.5,125.31,168851,"PG-13"
"247",2013,121,7.5,125.1,254192,"R"
"248",2013,110,5.8,122.52,168526,"PG-13"
"249",1994,141,6.9,122.19,84600,"PG-13"
"250",1990,135,7.6,122.01,169253,"PG"
"251",1992,129,6.3,121.95,112166,"R"
"252",2002,119,7.9,121.66,486539,"PG-13"
"253",1994,116,7.2,121.25,312942,"R"
"254",2004,131,6.1,120.18,235291,"PG-13"
"255",1994,101,6.9,119.94,325260,"PG-13"
"256",2009,88,5.1,119.44,40576,"PG"
"257",1990,113,7.5,119.39,286444,"R"
"258",2010,107,6.6,119.22,228842,"PG-13"
"259",2002,124,6.4,118.91,99038,"PG-13"
"260",2010,100,6.4,118.31,283699,"PG-13"
"261",2000,99,5.2,117.56,77988,"PG-13"
"262",1990,124,7.2,117.54,322123,"R"
"263",2010,94,7,117.22,54681,"R"
"264",2007,122,6.9,117.15,305574,"PG-13"
"265",2003,117,6,116.93,133755,"PG-13"
"266",2011,114,5.5,116.6,258148,"PG-13"
"267",1974,165,6.9,116,36929,"PG"
"268",2007,110,5.2,115.8,214745,"PG-13"
"269",2009,112,7.9,115.65,617892,"R"
"270",1986,113,6,115.1,68039,"PG"
"271",1999,106,4.9,113.81,147764,"PG-13"
"272",2000,165,7.2,113.33,243870,"R"
"273",2012,135,6.7,113.2,274566,"PG-13"
"274",2005,95,5.6,113.09,83283,"PG"
"275",2001,88,5.4,112.72,103129,"PG"
"276",1989,108,6.6,112.49,174229,"PG"
"277",1997,138,7.3,112.23,335232,"R"
"278",2003,84,4.2,111.76,51690,"PG"
"279",1998,132,7.3,111.55,218975,"R"
"280",2003,154,7.7,111.11,380323,"R"
"281",2015,120,7,110.83,220002,"R"
"282",2008,107,7,110.52,362161,"R"
"283",2019,132,6.1,110.5,107219,"PG-13"
"284",1988,108,5.6,109.31,51237,"PG"
"285",1980,127,6.8,108.19,93766,"PG"
"286",2017,113,7.6,107.83,395922,"R"
"287",2009,162,7.6,107.51,478598,"R"
"288",2016,97,6.3,107.51,74813,"PG"
"289",1997,125,3.7,107.33,224571,"PG-13"
"290",2000,109,6.2,106.81,176561,"PG-13"
"291",1995,130,7.2,106.6,228431,"PG-13"
"292",2014,102,6.2,106.58,270391,"R"
"293",2003,111,7,106.13,329548,"PG-13"
"294",1978,114,6.4,106,21960,"PG"
"295",2019,107,6.6,105.81,45180,"PG"
"296",2010,140,6.6,105.27,244924,"PG-13"
"297",1997,92,5.4,105.26,67657,"PG"
"298",2012,94,5.8,103.86,87117,"PG"
"299",1990,105,6.1,103.74,54861,"PG"
"300",2012,97,7.3,103.41,150012,"PG"
"301",2016,120,5.2,103.14,159727,"PG-13"
"302",2010,103,6.5,103.07,314819,"R"
"303",2003,103,5.3,102.54,201068,"PG-13"
"304",2008,112,5.2,102.49,145050,"PG-13"
"305",2014,113,6.8,102.43,398044,"PG-13"
"306",1993,128,7.2,102.31,87635,"R"
"307",2018,121,6.7,102.08,112968,"R"
"308",2013,131,6.9,101.8,452456,"PG-13"
"309",2008,93,5.8,101.7,107830,"PG"
"310",2000,118,6.5,101.65,251532,"PG-13"
"311",1994,127,7,101.63,97414,"PG"
"312",2014,132,7.2,101.53,314101,"R"
"313",1996,115,6.1,101.3,99653,"R"
"314",2014,138,5.8,101.2,234406,"PG-13"
"315",1997,115,6.9,101.12,264422,"R"
"316",2008,118,6.6,101.11,170362,"PG-13"
"317",2018,107,6.1,101.03,127265,"PG-13"
"318",2003,106,4.9,100.83,116287,"PG-13"
"319",1970,137,6.6,100.49,16464,"G"
"320",2011,119,6,100.24,200387,"PG-13"
"321",2017,141,6.7,100.23,248784,"R"
"322",2014,113,7.9,100.21,566909,"PG-13"
"323",1995,128,7.6,100.01,349638,"R"
"324",2013,119,6.5,98.93,245911,"R"
"325",2011,119,5.8,98.78,150957,"PG-13"
"326",1971,114,6.3,98,5301,"GP"
"327",1999,78,4.1,97.4,43392,"PG"
"328",2010,118,6.9,94.84,280361,"R"
"329",2008,109,5.1,94.78,122062,"PG-13"
"330",1998,136,6.7,94.1,161119,"PG-13"
"331",2003,138,7.4,93.93,193568,"PG-13"
"332",2015,130,6.4,93.44,165568,"PG"
"333",2016,132,6.9,93.43,174924,"PG-13"
"334",2001,87,5.1,93.39,54216,"PG"
"335",2013,109,6.6,93.05,405466,"R"
"336",2014,106,6.9,92.17,240772,"PG-13"
"337",2017,164,8,92.05,411732,"R"
"338",2017,122,7.5,92.03,330569,"R"
"339",1996,111,7.6,92,113279,"PG-13"
"340",1995,116,7.3,91.4,96175,"R"
"341",2016,102,5.9,91.22,50712,"PG-13"
"342",2002,92,5.5,91.05,125799,"PG-13"
"343",1984,126,7.2,90.82,163610,"PG"
"344",2010,116,6.6,90.76,261760,"PG-13"
"345",2000,130,6.4,90.46,70707,"PG-13"
"346",2010,111,7,90.38,277578,"PG-13"
"347",2015,126,6.4,89.76,247516,"PG-13"
"348",2013,150,6.4,89.3,213463,"PG-13"
"349",2014,108,6,89.26,170681,"PG-13"
"350",2013,124,7,89.02,466286,"PG-13"
"351",1974,170,4.7,89,1207,"PG"
"352",1995,135,6.2,88.25,171993,"PG-13"
"353",1999,113,6.3,87.7,102858,"PG-13"
"354",2008,111,7,87.34,302754,"R"
"355",2016,128,7.3,86.26,243874,"R"
"356",2002,100,5.1,85.85,57117,"PG"
"357",2014,134,7.6,85.82,398890,"R"
"358",1998,96,6.2,85.74,37662,"G"
"359",2019,122,7.3,85.71,186312,"PG-13"
"360",2011,127,7.1,85.47,288130,"PG-13"
"361",2017,124,5.9,85.36,97135,"PG-13"
"362",1986,137,8.3,85.16,621071,"R"
"363",2012,103,6.6,85.02,283338,"R"
"364",1972,117,7.1,84.56,38888,"PG"
"365",2001,95,6.9,84.05,96589,"PG"
"366",1993,113,6.4,84.05,114678,"R"
"367",2012,99,5.7,83.67,176172,"PG-13"
"368",2011,116,5.7,83.55,169506,"PG-13"
"369",2011,110,6,83.5,156031,"R"
"370",1992,103,6.5,83.36,72794,"R"
"371",1992,117,6.9,83.29,97340,"R"
"372",1988,132,8.2,83.01,747660,"R"
"373",1990,107,6,82.67,74576,"PG-13"
"374",2003,97,5.7,82.62,106375,"R"
"375",2014,104,6.4,82.39,123859,"R"
"376",2002,117,6.7,82.35,191933,"R"
"377",2007,115,6.2,82.16,157537,"PG-13"
"378",2016,112,6,82.05,80086,"PG-13"
"379",2015,131,6.3,81.7,208680,"PG-13"
"380",2010,98,6.8,81.56,177416,"PG-13"
"381",1999,100,7.1,81.53,127152,"R"
"382",1995,109,5.2,81.02,40413,"PG-13"
"383",2001,82,6,80.94,29073,"G"
"384",1990,93,5.9,80.82,36556,"R"
"385",2004,101,5.6,80.28,177999,"PG-13"
"386",2008,88,6.1,80.17,277883,"PG-13"
"387",2017,110,5.4,80.1,163313,"PG-13"
"388",2012,130,7,80.07,293217,"PG-13"
"389",2009,121,6.2,79.96,213016,"PG-13"
"390",2011,146,7.2,79.88,140421,"PG-13"
"391",1986,94,6,79.82,48761,"PG-13"
"392",2019,114,5.6,79.8,84463,"PG-13"
"393",1974,122,5.9,79.7,12987,"PG"
"394",2016,108,6,79.21,83987,"R"
"395",1982,113,7.7,78.91,107918,"PG"
"396",1982,96,6.9,78.87,65221,"R"
"397",2015,105,5.6,78.75,124594,"PG-13"
"398",1991,88,6,78.66,49187,"PG"
"399",2002,138,7.1,78.12,124615,"R"
"400",2011,104,6.2,78.05,127936,"PG-13"
"401",1978,99,6.3,78,5714,"PG"
"402",2004,146,7.7,77.91,315639,"R"
"403",2011,107,7.3,77.59,207746,"PG"
"404",2010,117,6.7,77.22,239586,"PG-13"
"405",2000,116,6.6,77.09,74033,"PG-13"
"406",1984,106,6.9,76.57,78164,"PG"
"407",1984,105,6.7,76.47,70991,"PG"
"408",2010,109,6.3,76.42,173443,"PG-13"
"409",2016,102,6.7,76.23,51174,"PG"
"410",1997,135,6.7,75.98,89925,"R"
"411",2005,121,7,75.98,288901,"R"
"412",1985,106,6.1,75.97,48142,"PG"
"413",2008,120,7,75.75,248469,"PG-13"
"414",1994,118,6.6,75.67,72618,"PG"
"415",2011,106,6.6,75.66,208179,"PG-13"
"416",2013,109,6.7,75.61,186902,"R"
"417",1992,112,7.7,75.51,140773,"R"
"418",2017,118,6.9,75.47,172734,"R"
"419",2006,104,5.1,75.03,118966,"PG"
"420",1991,110,7.2,74.89,66941,"PG"
"421",2004,115,6.5,74.54,53563,"PG-13"
"422",2005,109,6.8,74.49,128196,"R"
"423",1998,102,5.8,74.33,69967,"PG-13"
"424",2017,89,6.2,73.92,23376,"PG"
"425",1999,105,5.8,73.65,118685,"R"
"426",2009,109,7.4,73.34,259850,"R"
"427",2000,112,5.8,73.21,117711,"R"
"428",2013,131,6.4,73.1,197777,"PG-13"
"429",2012,132,6.6,73.08,247055,"PG-13"
"430",2006,92,7,72.78,64173,"R"
"431",2014,98,6,72.69,140436,"PG-13"
"432",2008,90,6.6,72.27,141273,"PG-13"
"433",1981,95,6.3,72.18,31459,"PG"
"434",2014,103,6.4,71.96,130174,"R"
"435",1994,116,7.1,71.57,168908,"PG-13"
"436",2008,96,6.5,71.2,84212,"PG"
"437",2015,94,4.4,71.04,32269,"PG"
"438",1990,110,6,70.98,37945,"PG-13"
"439",1996,108,6,70.77,87554,"R"
"440",1980,116,6.2,70.69,16505,"PG"
"441",2005,132,8.2,70.51,980036,"R"
"442",1995,101,5.8,70.45,96398,"PG-13"
"443",2000,99,5.9,70.33,70985,"R"
"444",1979,126,6.3,70.31,84955,"PG"
"445",2006,102,7.1,70.27,196180,"PG"
"446",2008,112,5.7,70.23,70200,"PG-13"
"447",1998,103,6.4,70.12,67299,"PG"
"448",2003,111,8.1,70.1,944142,"R"
"449",1998,120,7.1,70.09,233905,"R"
"450",2012,110,6.5,70.01,64583,"R"
"451",2001,99,6.5,69.77,171624,"R"
"452",2018,98,5.1,69.49,46799,"R"
"453",1991,84,6.8,69.47,94499,"PG-13"
"454",2000,124,5.9,69.24,56488,"PG-13"
"455",2018,100,6.9,69.18,181266,"R"
"456",1998,130,5.2,69.12,67796,"PG-13"
"457",2005,124,6,68.67,88605,"PG-13"
"458",1999,93,6.3,68.52,71087,"PG-13"
"459",2018,102,5.8,68.42,91109,"PG-13"
"460",1983,131,6.6,67.9,89552,"PG"
"461",1995,127,6.6,67.82,103388,"R"
"462",1983,117,6.6,67.64,38414,"R"
"463",2010,103,6,67.63,212908,"PG-13"
"464",2013,98,5.3,67.35,192387,"R"
"465",2004,136,6.7,67.29,75125,"PG-13"
"466",2009,98,5.7,67.17,52929,"PG"
"467",2019,121,6.4,67.16,50029,"R"
"468",1997,108,5.9,67.13,76640,"PG-13"
"469",2010,110,5.6,67.06,116351,"PG-13"
"470",2003,89,4.4,66.93,27932,"Approved"
"471",1999,122,5.8,66.89,102442,"R"
"472",2012,109,6.5,66.53,113262,"R"
"473",2012,113,7.4,66.49,513674,"R"
"474",2003,110,5.8,66.47,160921,"PG-13"
"475",2004,137,8,66.21,644972,"R"
"476",2016,120,5.7,66.18,100695,"PG-13"
"477",1980,100,5.3,66.13,14041,"PG"
"478",1997,89,4.8,65.89,90487,"PG-13"
"479",2019,113,5.8,65.85,122955,"PG-13"
"480",1995,119,6.9,65.81,222096,"R"
"481",1987,117,6.6,65.67,22192,"R"
"482",2003,117,5.5,65.66,125319,"PG-13"
"483",2009,106,6.4,65.45,178421,"R"
"484",2012,131,5.8,65.42,229143,"PG-13"
"485",1987,109,7.6,65.21,225851,"R"
"486",2016,129,6.5,65.08,228718,"PG-13"
"487",2014,150,6,65.01,154191,"PG-13"
"488",2002,87,6.6,64.26,78305,"R"
"489",2006,126,7,64.04,282498,"PG-13"
"490",2011,113,6.8,63.69,239791,"PG-13"
"491",1965,130,7,63.6,98699,"PG"
"492",1997,126,7.7,63.54,414832,"PG-13"
"493",2006,132,6,63.45,105824,"R"
"494",1989,104,6.4,63.41,91615,"R"
"495",2010,109,6.1,63.15,147352,"PG"
