"","titles","years"
"362","How to Be Single",2016
"363","Practical Magic",1998
"364","Colors",1988
"365","The Legend of Zorro",2005
"366","The Best Exotic Marigold Hotel",2011
"367","Romeo + Juliet",1996
"368","Blended",2014
"369","One Fine Day",1996
"370","Made of Honor",2008
"371","Mike and Dave Need Wedding Dates",2016
"372","Five Feet Apart",2019
"373","Manhattan",1979
"374","Moonrise Kingdom",2012
"375","Medicine Man",1992
"376","In Good Company",2004
"377","The Giver",2014
"378","Hall Pass",2011
"379","The Artist",2011
"380","Meet Joe Black",1998
"381","Valley of the Dolls",1967
"382","The Jungle Book",1994
"383","Confessions of a Shopaholic",2009
"384","The Sisterhood of the Traveling Pants 2",2008
"385","Seems Like Old Times",1980
"386","Must Love Dogs",2005
"387","Always",1989
"388","License to Wed",2007
"389","West Side Story",1961
"390","Under the Tuscan Sun",2003
"391","Tyler Perry's Acrimony",2018
"392","Sherlock Gnomes",2018
"393","Sense and Sensibility",1995
"394","No Reservations",2007
"395","Regarding Henry",1991
"396","Rumor Has It...",2005
"397","The Big Sick",2017
"398","The Main Event",1979
"399","Mannequin",1987
"400","Because I Said So",2007
"401","The Lizzie McGuire Movie",2003
"402","The Age of Adaline",2015
"403","Welcome Home, Roscoe Jenkins",2008
"404","Step Up 3D",2010
"405","Fever Pitch",2005
"406","Spanglish",2004
"407","Around the World in 80 Days",1956
"408","Meet the Browns",2008
"409","Nights in Rodanthe",2008
"410","The Hours",2002
"411","Starting Over",1979
"412","Bandits",2001
"413","About a Boy",2002
"414","Peggy Sue Got Married",1986
"415","Tequila Sunrise",1988
"416","The Mirror Has Two Faces",1996
"417","A Walk to Remember",2002
"418","What to Expect When You're Expecting",2012
"419","John Tucker Must Die",2006
"420","Love, Simon",2018
"421","Absence of Malice",1981
"422","Little",2019
"423","Duplicity",2009
"424","Bill & Ted's Excellent Adventure",1989
"425","Pretty in Pink",1986
"426","Blue Crush",2002
"427","Reds",1981
"428","Heartbreakers",2001
"429","Mo' Money",1992
"430","Bridget Jones: The Edge of Reason",2004
"431","Yentl",1983
"432","The Piano",1993
"433","Stranger Than Fiction",2006
"434","Allied",2016
"435","Funny Lady",1975
"436","Roxanne",1987
"437","The Illusionist",2006
"438","The Beach",2000
"439","Benji",1974
"440","Crazy Heart",2009
"441","Burlesque",2010
"442","Joe Versus the Volcano",1990
"443","Blind Date",1987
"444","Second Act",2018
"445","Anna and the King",1999
"446","Annie Hall",1977
"447","Something Borrowed",2011
"448","The Sisterhood of the Traveling Pants",2005
"449","Romeo and Juliet",1968
"450","French Kiss",1995
"451","Little Shop of Horrors",1986
"452","About Last Night...",1986
"453","Breakin'",1984
"454","Stardust",2007
"455","Sex Tape",2014
"456","Rock of Ages",2012
"457","Pride & Prejudice",2005
"458","Last Holiday",2006
"459","Cruel Intentions",1999
"460","Brooklyn",2015
"461","Higher Learning",1995
"462","Herbie Rides Again",1974
"463","10 Things I Hate About You",1999
"464","40 Days and 40 Nights",2002
"465","St. Elmo's Fire",1985
"466","It Could Happen to You",1994
"467","Autumn in New York",2000
"468","How Stella Got Her Groove Back",1998
"469","Red Riding Hood",2011
"470","First Knight",1995
"471","Out of Sight",1998
"472","The Back-up Plan",2010
"473","Raising Helen",2004
"474","The Longest Ride",2015
"475","Man of the Year",2006
"476","J. Edgar",2011
"477","Crossroads",2002
"478","Semi-Tough",1977
"479","Keeping the Faith",2000
"480","Uptown Girls",2003
"481","Best Friends",1982
"482","The Heartbreak Kid",2007
"483","Bounce",2000
"484","Junior",1994
"485","Soapdish",1991
"486","Son in Law",1993
"487","All of Me",1984
"488","Last Tango in Paris",1972
"489","Set It Off",1996
"490","The Greatest Show on Earth",1952
"491","What a Girl Wants",2003
"492","The Theory of Everything",2014
"493","Shine",1996
"494","Robin Hood: Men in Tights",1993
"495","Summer School",1987
"496","Larry Crowne",2011
"497","No Way Out",1987
"498","Mermaids",1990
"499","A Goofy Movie",1995
"500","Intolerable Cruelty",2003
"501","The Flintstones in Viva Rock Vegas",2000
"502","Honeymoon in Vegas",1992
"503","For Love of the Game",1999
"504","Dragon: The Bruce Lee Story",1993
"505","Step Up Revolution",2012
"506","Good Deeds",2012
"507","50/50",2011
"508","Excalibur",1981
"509","Good Luck Chuck",2007
"510","A Thin Line Between Love and Hate",1996
"511","Dangerous Liaisons",1988
"512","The Other Side of the Mountain",1975
"513","Addicted to Love",1997
"514","Eternal Sunshine of the Spotless Mind",2004
"515","Adventures in Babysitting",1987
"516","Thoroughly Modern Millie",1967
"517","The Reader",2008
"518","The Best Man",1999
"519","The Truth About Cats & Dogs",1996
"520","The Duff",2015
"521","King Ralph",1991
"522","Everything, Everything",2017
"523","Closer",2004
"524","Mickey Blue Eyes",1999
"525","All About Steve",2009
"526","Where the Heart Is",2000
"527","Curly Sue",1991
"528","Dying Young",1991
"529","Muppet Treasure Island",1996
"530","The Turning Point",1977
"531","The Constant Gardener",2005
"532","Fireproof",2008
"533","Amélie",2001
"534","Silverado",1985
"535","Forget Paris",1995
"536","Arthur",2011
"537","In Her Shoes",2005
"538","Hereafter",2010
"539","When in Rome",2010
"540","Return to Me",2000
"541","Coming Home",1978
"542","The Accidental Tourist",1988
"543","Just Friends",2005
"544","Bend It Like Beckham",2002
"545","Jungle Fever",1991
"546","Mother's Day",2016
"547","500 Days of Summer",2009
"548","Love & Other Drugs",2010
"549","Nothing in Common",1986
"550","The Love Guru",2008
"551","The Age of Innocence",1993
"552","Final Fantasy: The Spirits Within",2001
"553","Robin Hood",1973
"554","Paper Towns",2015
"555","Definitely, Maybe",2008
"556","Leaving Las Vegas",1995
"557","Bob & Carol & Ted & Alice",1969
"558","Children of a Lesser God",1986
"559","The Wedding Date",2005
"560","Nobody's Fool",2018
"561","Paint Your Wagon",1969
"562","Can't Buy Me Love",1987
"563","She's Out of My League",2010
"564","Scott Pilgrim vs. the World",2010
"565","Nick and Norah's Infinite Playlist",2008
"566","Zack and Miri Make a Porno",2008
"567","Adrift",2018
"568","Daddy's Little Girls",2007
"569","Monster's Ball",2001
"570","Leatherheads",2008
"571","Endless Love",1981
"572","The Mortal Instruments: City of Bones",2013
"573","Charlie St. Cloud",2010
"574","Camelot",1967
"575","Crimson Peak",2015
"576","Picture Perfect",1997
"577","Random Hearts",1999
"578","Downton Abbey",2019
"579","Collateral Beauty",2016
"580","Morning Glory",2010
"581","The Princess Bride",1987
"582","Ryan's Daughter",1970
"583","I Love Trouble",1994
"584","Murphy's Romance",1985
"585","Superstar",1999
"586","From Here to Eternity",1953
"587","The Mountain Between Us",2017
"588","A Night at the Roxbury",1998
"589","Long Shot",2019
"590","Honey",2003
"591","The Fighting Temptations",2003
"592","The Great Debaters",2007
"593","How Do You Know",2010
"594","Dragonfly",2002
"595","Sophie's Choice",1982
"596","White Christmas",1954
"597","Green Card",1990
"598","When the Bough Breaks",2016
"599","Did You Hear About the Morgans?",2009
"600","Confessions of a Teenage Drama Queen",2004
"601","Fools Rush In",1997
"602","The Rose",1979
"603","The Last Picture Show",1971
"604","The Object of My Affection",1998
"605","Rent",2005
"606","L.A. Story",1991
"607","The Five-Year Engagement",2012
"608","Samson and Delilah",1949
"609","Baby Boy",2001
"610","Starman",1984
"611","Fathers' Day",1997
"612","House Calls",1978
"613","Employee of the Month",2006
"614","Stop! Or My Mom Will Shoot",1992
"615","The Carpetbaggers",1964
"616","High Road to China",1983
"617","The Prince and Me",2004
"618","Grosse Pointe Blank",1997
"619","Out to Sea",1997
"620","Beastly",2011
"621","Soul Man",1986
"622","The Majestic",2001
"623","The Other Sister",1999
"624","Rings",2017
"625","The Switch",2010
"626","Poetic Justice",1993
"627","Love & Basketball",2000
"628","Now and Then",1995
"629","Brown Sugar",2002
"630","Someone Like You",2001
"631","High Fidelity",2000
"632","The Jazz Singer",1980
"633","The Musketeer",2001
"634","The Story of Us",1999
"635","Home Again",2017
"636","Elizabethtown",2005
"637","The Other Boleyn Girl",2008
"638","Garden State",2004
"639","The Best of Me",2014
"640","Overboard",1987
"641","Baby Boom",1987
"642","Prizzi's Honor",1985
"643","The Host",2013
"644","El Cid",1961
"645","Bulworth",1998
"646","Blast from the Past",1999
"647","One for the Money",2012
"648","House Party",1990
"649","I.Q.",1994
"650","Great Expectations",1998
"651","Sayonara",1957
"652","Love the Coopers",2015
"653","Micki + Maude",1984
"654","That Awkward Moment",2014
"655","Howards End",1992
"656","The Nanny Diaries",2007
"657","Leap Year",2010
"658","Cactus Flower",1969
"659","Frida",2002
"660","Shadowlands",1993
"661","You Again",2010
"662","Other People's Money",1991
"663","Mr. Woodcock",2007
"664","Nancy Drew",2007
"665","Peyton Place",1957
"666","Jumpin' Jack Flash",1986
"667","Her",2013
"668","Captain Corelli's Mandolin",2001
"669","The Muppets Take Manhattan",1984
"670","The Art of Racing in the Rain",2019
"671","Mon père, ce héros.",1991
"672","My Father the Hero",1994
"673","Can't Hardly Wait",1998
"674","The Great Race",1965
"675","The Woman in Red",1984
"676","Sweet November",2001
"677","Top Five",2014
"678","Jersey Girl",2004
"679","Irma la Douce",1963
"680","Nurse Betty",2000
"681","The Morning After",1986
"682","The Cutting Edge",1992
"683","Moscow on the Hudson",1984
"684","Against All Odds",1984
"685","Alpha and Omega",2010
"686","The Wood",1999
"687","Some Like It Hot",1959
"688","The Sweetest Thing",2002
"689","The Other Side of Midnight",1977
"690","Don Jon",2013
"691","Across the Universe",2007
"692","Quo Vadis",1951
"693","Bronco Billy",1980
"694","Bridget Jones's Baby",2016
"695","Spring Break",1983
"696","Body Heat",1981
"697","Angel Eyes",2001
"698","The Life Aquatic with Steve Zissou",2004
"699","Nine",2009
"700","An Unmarried Woman",1978
"701","The Flamingo Kid",1984
"702","Weird Science",1985
"703","Tom and Huck",1995
"704","Sixteen Candles",1984
"705","The Best Years of Our Lives",1946
"706","Two of a Kind",1983
"707","How to Make an American Quilt",1995
"708","Circle of Friends",1995
"709","Endless Love",2014
"710","Leap of Faith",1992
"711","Operation Petticoat",1959
"712","Auntie Mame",1958
"713","Agent Cody Banks 2: Destination London",2004
"714","Pompeii",2014
"715","Vicky Cristina Barcelona",2008
"716","Benny & Joon",1993
"717","Monte Carlo",2011
"718","Match Point",2005
"719","Fighting",2009
"720","Bulletproof Monk",2003
"721","The Program",1993
"722","American Gigolo",1980
"723","The Russia House",1990
"724","The Remains of the Day",1993
"725","Goodbye, Columbus",1969
"726","Love Happens",2009
"727","Ella Enchanted",2004
"728","Revolutionary Road",2008
"729","Prime",2005
"730","Frankie and Johnny",1991
"731","Xanadu",1980
"732","The French Lieutenant's Woman",1981
"733","Much Ado About Nothing",1993
"734","My Super Ex-Girlfriend",2006
"735","Fame",2009
"736","At First Sight",1999
"737","Two Can Play That Game",2001
"738","Emma",1996
"739","Nowhere to Run",1993
"740","Don Juan DeMarco",1994
"741","Cousins",1989
"742","Frankenstein",1994
"743","Victor Victoria",1982
"744","Love Don't Cost a Thing",2003
"745","Il Postino",1994
"746","A Lot Like Love",2005
"747","Only the Lonely",1991
"748","Mr 3000",2004
"749","The Big Wedding",2013
"750","Shining Through",1992
"751","The Bachelor",1999
"752","Como agua para chocolate",1992
"753","Baggage Claim",2013
"754","Just Wright",2010
"755","Married to the Mob",1988
"756","Quigley Down Under",1990
"757","The King and I",1956
"758","Amazing Grace",2006
"759","Straight Talk",1992
"760","ATL",2006
"761","The Next Three Days",2010
"762","Punchline",1988
"763","Phantom Thread",2017
"764","Flight of the Phoenix",2004
"765","Van Wilder",2002
"766","Aloha",2015
"767","Reality Bites",1994
"768","A Room with a View",1985
"769","High School High",1996
"770","Intersection",1994
"771","Mr. Baseball",1992
"772","Jason's Lyric",1994
"773","The Kids Are All Right",2010
"774","Say Anything...",1989
"775","Ice Castles",1978
"776","Cat Ballou",1965
"777","Speechless",1994
"778","The Man from Snowy River",1982
"779","Boys and Girls",2000
"780","Little Black Book",2004
"781","Hello Again",1987
"782","Duel in the Sun",1946
"783","The Three Musketeers",2011
"784","A Prairie Home Companion",2006
"785","Hot Dog... The Movie",1984
"786","Down with Love",2003
"787","Our Family Wedding",2010
"788","Stella",1990
"789","Appaloosa",2008
"790","Corrina, Corrina",1994
"791","Dracula",1979
"792","Big Miracle",2012
"793","Multiplicity",1996
"794","Booty Call",1997
"795","Only You",1994
"796","Down to You",2000
"797","Prelude to a Kiss",1992
"798","Barefoot in the Park",1967
"799","Unfaithfully Yours",1984
"800","Breathless",1983
"801","Vampire in Brooklyn",1995
"802","Betsy's Wedding",1990
"803","Color of Night",1994
"804","Same Time, Next Year",1978
"805","Summer Catch",2001
"806","Skin Deep",1989
"807","Hero",1992
"808","It Takes Two",1995
"809","Beautiful Creatures",2013
"810","Saving Silverman",2001
"811","Summer of Sam",1999
"812","House Party 3",1994
"813","House Party 2",1991
"814","My Best Friend's Girl",2008
"815","Tuck Everlasting",2002
"816","Remember Me",2010
"817","Waitress",2007
"818","Bed of Roses",1996
"819","The Octagon",1980
"820","Pete 'n' Tillie",1972
"821","Cocoon: The Return",1988
"822","Untamed Heart",1993
"823","Paternity",1981
"824","Macon County Line",1974
"825","Pillow Talk",1959
"826","The Choice",2016
"827","Her Alibi",1989
"828","Becoming Jane",2007
"829","Blame It on Rio",1984
"830","The Quick and the Dead",1995
"831","Alice Doesn't Live Here Anymore",1974
"832","The Apartment",1960
"833","Aquamarine",2006
"834","Some Kind of Wonderful",1987
"835","An Ideal Husband",1999
"836","Singles",1992
"837","The Invention of Lying",2009
"838","A Touch of Class",1973
"839","The Four Feathers",2002
"840","Love Affair",1994
"841","Milk Money",1994
"842","The Sure Thing",1985
"843","The Fabulous Baker Boys",1989
"844","Call Me by Your Name",2017
"845","The Snows of Kilimanjaro",1952
"846","Admission",2013
"847","Used People",1992
"848","Born Yesterday",1993
"849","The Pom Pom Girls",1976
"850","Laws of Attraction",2004
"851","Drive Me Crazy",1999
"852","Punch-Drunk Love",2002
"853","Honeysuckle Rose",1980
"854","Going the Distance",2010
"855","For Whom the Bell Tolls",1943
"856","The Perks of Being a Wallflower",2012
"857","The Big Easy",1986
"858","Eye of the Needle",1981
"859","Enough Said",2013
"860","Summer '03",2018
"861","Home for the Holidays",1995
"862","For Keeps?",1988
"863","Notes on a Scandal",2006
"864","White Palace",1990
"865","Battle Cry",1955
"866","Roll Bounce",2005
"867","My Girl 2",1994
"868","Deliver Us from Eva",2003
"869","Just My Luck",2006
"870","The Front Page",1974
"871","A Bronx Tale",1993
"872","All the Right Moves",1983
"873","Wanderlust",2012
"874","Center Stage",2000
"875","Annapolis",2006
"876","Fled",1996
"877","Win a Date with Tad Hamilton!",2004
"878","Once Is Not Enough",1975
"879","Wimbledon",2004
"880","Lover Come Back",1961
"881","Serving Sara",2002
"882","Crazy/Beautiful",2001
"883","The One and Only",1978
"884","Valley Girl",1983
"885","New in Town",2009
"886","To Rome with Love",2012
"887","Unaccompanied Minors",2006
"888","Heart and Souls",1993
"889","Terminal Velocity",1994
"890","Breaking Away",1979
"891","Sergeant York",1941
"892","Forever My Girl",2018
"893","That Old Feeling",1997
"894","Howard the Duck",1986
"895","Chances Are",1989
"896","Crossing Delancey",1988
"897","Original Sin",2001
"898","The Perfect Man",2005
"899","Begin Again",2013
"900","Mo' Better Blues",1990
"901","Fruitvale Station",2013
"902","The Getaway",1994
"903","A Midsummer Night's Dream",1999
"904","She's Having a Baby",1988
"905","Adventureland",2009
"906","O",2001
"907","Confessions of a Dangerous Mind",2002
"908","Forever Amber",1947
"909","Caveman",1981
"910","Marie Antoinette",2006
"911","Hero at Large",1980
"912","Masquerade",1988
"913","Charly",1968
"914","Dance with Me",1998
"915","Kiss Me Goodbye",1982
"916","The Bonfire of the Vanities",1990
"917","Larry the Cable Guy: Health Inspector",2006
"918","Revenge",1990
"919","Loser",2000
"920","View from the Top",2003
"921","Continental Divide",1981
"922","My Boss's Daughter",2003
"923","All the Pretty Horses",2000
"924","Legend",1985
"925","Mad Love",1995
"926","Youngblood",1986
"927","A Guy Thing",2003
"928","Mr. Destiny",1990
"929","About Time",2013
"930","Hair",1979
"931","Youth in Revolt",2009
"932","Catch and Release",2006
"933","Bad Girls",1994
"934","Grease 2",1982
"935","Pure Country",1992
"936","And So It Goes",2014
"937","Cyrano de Bergerac",1990
"938","Big Top Pee-wee",1988
"939","King Solomon's Mines",1985
"940","Wings of Courage",1995
"941","The Next Best Thing",2000
"942","Solaris",2002
"943","The Music Man",1962
"944","A Star Is Born",1954
"945","If Beale Street Could Talk",2018
"946","Indian Summer",1993
"947","Step Up All In",2014
"948","Election",1999
"949","Last Chance Harvey",2008
"950","Once Around",1991
"951","Threesome",1994
"952","All I Want for Christmas",1991
"953","I Love You, Beth Cooper",2009
"954","Tristan & Isolde",2006
"955","The Sixth Man",1997
"956","Arthur 2: On the Rocks",1988
"957","That Touch of Mink",1962
"958","Beyond the Lights",2014
"959","The Girl Next Door",2004
"960","Maximum Risk",1996
"961","In Love and War",1996
"962","Big Eyes",2014
"963","Welcome to Mooseport",2004
"964","Life or Something Like It",2002
"965","Hello, My Name Is Doris",2015
"966","Hollywoodland",2006
"967","Snow Falling on Cedars",1999
"968","Memoirs of an Invisible Man",1992
"969","Excess Baggage",1997
"970","The Competition",1980
"971","The Wizard",1989
"972","The Ice Pirates",1984
"973","Amelia",2009
"974","Alex & Emma",2003
"975","The Wonderful World of the Brothers Grimm",1962
"976","Come September",1961
"977","Dirty Dancing: Havana Nights",2004
