"","titles","years"
"970","Revenge",2017
"971","Survival of the Dead",2009
"972","Riding the Bullet",2004
"973","The House of the Devil",2009
"974","Frankenstein Must Be Destroyed",1969
"975","Wendigo",2001
"976","Martin",1977
"977","V/H/S",2012
"978","The Lure",2015
"979","Rubber",2010
"980","Latin Boys Go to Hell",1997
"981","Cure",1997
"982","I Spit on Your Grave",2010
"983","Evil Bong 3: The Wrath of Bong",2011
"984","Carriers",2009
"985","Night of the Living Dead",1968
"986","The House That Jack Built",2018
"987","Knights of Badassdom",2013
"988","Summer of 84",2018
"989","Byzantium",2012
"990","Peeping Tom",1960
"991","Eugenie... the Story of Her Journey Into Perversion",1970
"992","The Midnight Meat Train",2008
"993","Black Sheep",2006
"994","Pagpag: Siyam na buhay",2013
"995","The Naked Witch",1967
"996","Inkubus",2011
"997","Tale of Tales",2015
"998","Life After Beth",2014
"999","Eye See You",2002
"1000","Fear(s) of the Dark",2007
"1001","The Innkeepers",2011
"1002","We Are What We Are",2013
"1003","After Midnight",1989
"1004","Sam gang 2",2004
"1005","No One Lives",2012
"1006","Guai tan: Mo jing",1999
"1007","Intruders",2011
"1008","Behind the Mask: The Rise of Leslie Vernon",2006
"1009","Coherence",2013
"1010","The Ghost Bride",2017
"1011","Stuck",2007
"1012","From Within",2008
"1013","Tideland",2005
"1014","Hatchet II",2010
"1015","Tragedy Girls",2017
"1016","Time of the Wolf",2003
"1017","Silent Tongue",1993
"1018","The Wicker Man",1973
"1019","Cheap Thrills",2013
"1020","Phobia",1980
"1021","Mother of Tears",2007
"1022","Cynthia",2018
"1023","God of Vampires",2010
"1024","Borgman",2013
"1025","Beyond the Black Rainbow",2010
"1026","Promenons-nous dans les bois",2000
"1027","Cooties",2014
"1028","Dracula: Pages from a Virgin's Diary",2002
"1029","Clown",2014
"1030","Feast",2005
"1031","Evidence of a Haunting",2010
"1032","Gozu",2003
"1033","Return of the Living Dead III",1993
"1034","Not Forgotten",2009
"1035","Les yeux sans visage",1960
"1036","Red Lights",2012
"1037","Cropsey",2009
"1038","Clinton Road",2019
"1039","Turbo Kid",2015
"1040","Timber Falls",2007
"1041","Kairo",2001
"1042","Spring",2014
"1043","Lunacy",2005
"1044","The Zodiac",2005
"1045","The Greasy Strangler",2016
"1046","Dead Snow",2009
"1047","Holla II",2013
"1048","Undead",2003
"1049","Pulse",1988
"1050","Aftershock",2012
"1051","The Last Circus",2010
"1052","Close Your Eyes",2002
"1053","Birdboy: The Forgotten Children",2015
"1054","Shed of the Dead",2019
"1055","Clarita",2019
"1056","Timecrimes",2007
"1057","Office Killer",1997
"1058","Incident at Loch Ness",2004
"1059","Deadfall Trail",2009
"1060","Sightseers",2012
"1061","Holy Hell",2015
"1062","Dave Made a Maze",2017
"1063","Killer Unicorn",2018
"1064","Big Bad Wolves",2013
"1065","Super Dark Times",2017
"1066","The Last Winter",2006
"1067","Knife + Heart",2018
"1068","13B: Fear Has a New Address",2009
"1069","Good Manners",2017
"1070","7 Witches",2017
"1071","Dans ma peau",2002
"1072","Under the Shadow",2016
"1073","A Field in England",2013
"1074","XX",2017
"1075","The Bay",2012
"1076","Der Vampir auf der Couch",2014
"1077","The Trouble with Barry",2013
"1078","Her Cry: La Llorona Investigation",2013
"1079","Berlin Syndrome",2017
"1080","The Wind",2018
"1081","Eternal",2004
"1082","[Rec] 2",2009
"1083","The Untamed",2016
"1084","Midnight Bite",2019
"1085","Kill List",2011
"1086","The Eyes of My Mother",2016
"1087","Fabled",2002
"1088","Caesar and Otto's Summer Camp Massacre",2009
"1089","The Old Dark House",1932
"1090","Bloody Crayons",2017
"1091","Multiple Maniacs",1970
"1092","Bonnie & Clyde vs. Dracula",2008
"1093","Trey",2013
"1094","The Last Days on Mars",2013
"1095","Death House",2017
"1096","Simple Creature",2016
"1097","Poultrygeist: Night of the Chicken Dead",2006
"1098","The Final Wish",2018
"1099","Black Death",2010
"1100","Vanishing on 7th Street",2010
"1101","The Divide",2011
"1102","The Lost",2006
"1103","Zombie High",1987
"1104","V/H/S/2",2013
"1105","The ABCs of Death",2012
"1106","The Transfiguration",2016
"1107","The Fiancé",2016
"1108","Ganja & Hess",1973
"1109","The Hole in the Ground",2019
"1110","The Tripper",2006
"1111","The Tag Along: Devil Fish",2018
"1112","Maniac",2012
"1113","The Day",2011
"1114","The Devil and Father Amorth",2017
"1115","Better Watch Out",2016
"1116","Koroshiya 1",2001
"1117","The Cured",2017
"1118","Wind Chill",2007
"1119","The Blackcoat's Daughter",2015
"1120","The Cry",2007
"1121","Bad Milo",2013
"1122","Massacre on Aisle 12",2016
"1123","The Manson Family",1997
"1124","The Strange Case of Dr. Jekyll and Mr. Hyde",2006
"1125","November",2017
"1126","Pro Wrestlers vs Zombies",2014
"1127","Stake Land",2010
"1128","Donkey Punch",2008
"1129","Journey to the West",2013
"1130","Juan of the Dead",2011
"1131","The Channel",2016
"1132","Cruel World",2005
"1133","The Mighty Peking Man",1977
"1134","Piercing",2018
"1135","El día de la bestia",1995
"1136","Cthulhu",2007
"1137","The Breed",2006
"1138","Kiss of the Damned",2012
"1139","Marebito",2004
"1140","Buzzard",2014
"1141","Hagazussa",2017
"1142","Creepozoids",1987
"1143","Like Me",2017
"1144","A Beginner's Guide to Snuff",2016
"1145","Always Shine",2016
"1146","Gory Gory Hallelujah",2003
"1147","The Wolves of Kromer",1998
"1148","Made Me Do It",2017
"1149","Midget Zombie Takeover",2013
"1150","Otto; or, Up with Dead People",2008
"1151","A Resurrection",2013
"1152","Love & Murder",1990
"1153","Rogue",2007
"1154","Taxidermia",2006
"1155","The Sculptress",2000
"1156","Circle",2010
"1157","Silent Night",2012
"1158","The Tenant",2010
"1159","Witch Graveyard",2013
"1160","Trouble Every Day",2001
"1161","Honeymoon",2014
"1162","13 Sins",2014
"1163","The Sacrament",2013
"1164","Tequila Body Shots",1999
"1165","[REC] 3: Genesis",2012
"1166","The Hallow",2015
"1167","Evil Remains",2004
"1168","Blood Feast",2016
"1169","Requiem",2006
"1170","Zombeavers",2014
"1171","Starfish",2018
"1172","Dracula 3D",2012
"1173","The Snowtown Murders",2011
"1174","Pet",2016
"1175","Nothing Left to Fear",2013
"1176","I'll Take Your Dead",2018
"1177","Shan zhong zhuan qi",1979
"1178","Another WolfCop",2017
"1179","The Strange Color of Your Body's Tears",2013
"1180","The Dark Below",2015
"1181","Stage Fright",2014
"1182","I Sell the Dead",2008
"1183","ABCs of Death 2",2014
"1184","Almost Human",2013
"1185","Southbound",2015
"1186","100 Bloody Acres",2012
"1187","The Skeptic",2009
"1188","Grace",2009
"1189","Girls Against Boys",2012
"1190","Ted Bundy",2002
"1191","Alléluia",2014
"1192","Anamorph",2007
"1193","Eden Lake",2008
"1194","The Vault",2017
"1195","Anatomie",2000
"1196","Ed Gein",2000
"1197","American Grindhouse",2010
"1198","Universal Soldier: Day of Reckoning",2012
"1199","Body at Brighton Rock",2019
"1201","Hell Baby",2013
"1202","Lycan",2017
"1203","Tore tanzt",2013
"1204","Slaughterhouse Rulez",2018
"1205","Blood, Friends and Money",1997
"1206","Here Comes the Devil",2012
"1207","The Devil's Hand",2014
"1208","Come Back to Me",2014
"1209","Contracted",2013
"1210","Auto Shop of Horrors",2016
"1211","Daylight",2010
"1212","The Moth Diaries",2011
"1213","How to Save Us",2014
"1214","Bad Blood",2012
"1215","Crimewave",1985
"1216","Death of a Ghost Hunter",2007
"1217","Pontypool",2008
"1218","Raze",2013
"1219","Rottentail",2018
"1220","The Pit and the Pendulum",1991
"1221","Axe Giant: The Wrath of Paul Bunyan",2013
"1222","The Ghosts of Johnson Woods",2015
"1223","16 Heads and Counting",2008
"1224","Vamps",2012
"1225","Deadlands 2: Trapped",2008
"1226","Demons",2017
"1227","Julia",2014
"1228","Calvaire",2004
"1229","V/H/S Viral",2014
"1230","Spidarlings",2016
"1231","Ginger Snaps",2000
"1232","Alien Predator",1986
"1233","Tetsuo II: Body Hammer",1992
"1234","El pacto",2018
"1235","Groundhog",2017
"1236","Scissors",1991
"1237","Nowhere Man",2005
"1238","The Happy House",2013
"1239","Red Christmas",2016
"1240","7 from Etheria",2017
"1241","ATM",2012
"1242","Heartless",2009
"1243","Deadlands: The Rising",2006
"1244","Shrooms",2007
"1245","Cassadaga",2011
"1246","Hayride 2",2015
"1247","Headspace",2005
"1248","House of Usher",2008
"1249","Eddie: The Sleepwalking Cannibal",2012
"1250","I Recorded a Murder!",2016
"1251","Alone",2014
"1252","Terror Firmer",1999
"1253","Marrowbone",2017
"1254","Detention of the Dead",2012
"1255","Exorcism",2003
"1256","A Chemical Skyline",2010
"1257","Ed and His Dead Mother",1993
"1258","The Butterfly Room",2012
"1259","Jack & Diane",2012
"1260","Kill by Inches",1999
"1261","How to Be a Serial Killer",2008
"1262","Amityville: The Awakening",2017
"1263","Unwanted",2017
"1264","[REC] 4: Apocalypse",2014
"1265","Guta-yubalja-deul",2006
"1266","Rise of the Undead",2013
"1267","I Spit on Your Grave 2",2013
"1268","Hammer of the Gods",2013
"1269","Evil Cult",2003
"1270","Apartment 143",2011
"1271","Satanic",2016
"1272","Playback",2012
"1273","Gagsters",2011
"1274","Detention",2010
"1275","Realms",2017
"1276","True Love Zombie",2012
"1278","The War of Godzilla",2015
"1283","Eight for Silver",2020
"1284","Leak (Penangkeb)",2019
"1285","American Terror Story",2019
"1286","Scream Returns",2018
"1288","BADMEN with a good behavior",2018
"1289","The Curse of EVE",2019
"1290","Jessie",2019
"1291","My Girlfriend the Serial Killer",2020
"1293","The Sacred Riana: Beginning",2019
"1295","Return Of The Binman",2019
"1297","Vengeance Douloureuse 1: la colère est née",2011
"1298","Hantu Jerangkung",1957
"1299","VFW",2019
"1300","A Walk Through Hell: Missouri State Penitentiary",2019
"1305","Scarecrow County",2019
"1313","Aakashaganga II",2019
"1314","Who's There?",2012
"1315","Schwarzer Garten",2018
"1317","The Theatre of Terror",2019
"1319","Second Coming",2019
"1323","Meu ódio é minha herança",2019
"1325","Midnight Montage",2019
"1328","Marid",2019
"1329","Twinkle Twinkle",2019
"1330","Vamp",2019
"1331","The Final Ride",2019
"1337","Paranormal Investigation",2018
"1340","Curse of the Hag",2018
"1342","An Ungodly Tie",2019
"1345","Abduction 101",2019
"1349","Cellar Door",2019
"1350","Respublika Z",2018
"1351","Welcome to Germany - A Cabinet of German Horror",2015
"1355","Andâ yua beddo",2019
"1357","Sisters",2019
"1358","Demoniac",2019
"1364","Escape Room 2",2020
"1365","Satsujinki o kau onna",2019
"1368","Son of the Dawn",2020
"1374","Chi o sû nendo: Hasei",2019
"1376","El payaso de Satán",2019
"1377","Post Mortem",2020
"1380","The Banana Splits Movie",2019
"1381","MatiAnak",2019
"1382","Gôsuto masutâ",2019
"1389","Roy Kiyoshi: The Untold Story",2019
"1391","Re-Elected",2020
"1393","Misteri Dilaila",2019
"1394","Abstractions",2019
"1395","Kaiketsu Ondo maru",1916
"1397","Stories of the Dead - Die Farm",2019
"1398","Paradigm Grey",2018
"1399","The Witch",2002
"1400","Pontianak Menjerit",2005
"1403","Lukisan Ratu Kidul",2019
"1404","Stardust Redux",2012
"1405","Room 405",1996
"1406","That Son Tam Linh",2019
"1410","Rassa Kale",2014
"1412","Spiaggia rosso sangue",2011
"1413","Sang Krasue",2019
"1414","Il messaggio",2003
"1416","The Girl on the Train",2018
"1419","Asgar Cin Vadisi",2019
"1420","Karnaza",2000
"1421","Inside Inoxia",2003
"1423","What Would Linnea Do?",2019
"1426","Ill: Final Contagium",2019
"1427","Scarlet",2018
"1428","Death Blood 4: Revenge of the Killer Nano-Robotic Blood Virus",2019
"1430","Bangkok Dark Tales",2019
"1433","Sombras del demonio",2019
"1435","Two Sisters",2019
"1438","Fright",2020
"1440","The Dark Cinema",2019
"1446","Biet Chet Lien",2013
"1447","Oán",2017
"1451","Gimyohan gajok",2019
"1453","The Crypt",2018
"1457","Sadako",2019
"1459","Survivorz",2017
"1460","Boxes",2019
"1461","Model Combat",2019
"1464","Reva: Guna Guna",2019
"1465","Big Shark",2019
"1466","Bigfoot!",2019
"1467","Sangue misto",2016
"1469","Slaxx",2020
"1472","Master of Dark Shadows",2019
"1475","Anatha Dupatha",2015
"1477","Masked Mutilator",2019
"1478","Boyz in the Wood",2019
"1481","The Deacon of Doom",2020
"1483","The Night House",2020
"1489","Jack The Killer Rabbit",2018
"1492","Uncle Avery",2019
"1494","The Shadow marathi movie",2015
"1496","11:11: Apa yang Kau Lihat?",2019
"1503","Dr. Ling's Torture Greenhouse",2019
"1504","Jie Yan",2017
"1505","Hundreds and Thousands",2011
"1506","Zifir-i Azap",2018
"1507","All the Colors of Giallo",2019
"1508","Into the Woods",2018
"1509","Tez: 13. Gece",2019
"1513","Fear Street 2",2020
"1514","We Are Horror",2019
"1515","The Graduation Film",2014
"1520","Gaslight",2017
"1522","Undead Silence",2016
"1523","The Invited",1991
"1524","Raw",2001
"1525","The Lady Vanishes",2012
"1527","Disnatured",2016
"1535","Hor Taew Tak 6",2018
"1536","How Taew Tak 5",2015
"1537","The Dark Hare",2018
"1539","Heart of Lucifer",2018
"1542","Occurrence at Mills Creek",2020
"1546","Prema Katha Chithram 2",2019
"1549","The Nightstalker case: found footage",2018
"1551","Soul Reaper",2019
"1553","Leaper",2019
"1554","Litost",2017
"1557","Das Mädchen und der Bulle",2019
"1558","Beneath the Trees",2019
"1559","The truth of another fact",2018
"1561","Horrors of the PNW VI",2019
"1564","Karma Chakra",2019
"1565","Zoombies 2",2019
"1566","La máquina del diablo",2017
"1567","Musabbar",2019
"1568","Sir-Ayet",2019
"1569","Village People - Tod aus dem All",2018
"1570","The Alien Within",1990
"1576","Night",2019
"1577","La Mariée et Les Morts-Vivants",2019
"1580","Along Came the Devil 2",2019
"1588","Me and the Devil",2019
"1591","Last Night in Soho",2020
"1592","Midday Demons",2018
"1596","Disturbed Remains",2019
"1598","Haunted Cries",2019
"1600","The Haunting",2020
"1601","At Two Thirty",2019
"1603","Kain Kafan Hitam",2019
"1604","4 na daigdig ng lagim",1967
"1605","Bonikka",2015
"1606","Bonikka",1983
"1608","Psycho Sisters: Possessed!",2019
"1609","Dhilluku Dhuddu 2",2019
"1610","Kannadi",2019
"1614","The Assent",2019
"1617","Yat lau yat gwai",2007
"1619","New Chilling Tales: The Anthology",2019
"1620","Silence",2020
"1621","Kidnap",2012
"1626","Aylesbury Dead 2",2019
"1627","Üç Harfliler: Adak",2019
"1630","Ghost Wife",2018
"1634","The Empty Space",2018
"1636","Infamous Six",2020
"1637","Inaudible Screams",2019
"1638","U Get What U Kiss",2018
"1639","La venganza de Jairo",2019
"1646","The Haunting of the Suicide House",2019
"1648","Unspeakable Acts",2018
"1649","Legend of Siren XX: Diabolic Lust",2009
"1650","Desert Wolf",2019
"1656","Chest",2020
"1661","Dokuro: Act 2",2010
"1668","Grotesque",2020
"1670","Gui xue xiao",2001
"1671","The Boy in the Picture",2019
"1672","Ecinni",2018
"1674","Rumah Pusaka DiSimpang Jalan",2015
"1675","Bunshinsaba vs Sadako 2",2017
"1676","Bunshinsaba vs Sadako",2016
"1677","Charlotte The Return",2019
"1679","Jasei no in",1960
"1680","Satu Suro",2019
"1682","Phee Toh Ra Sap",2018
"1688","Halloween: Bloodline (Fan Film)",2013
"1689","Anna 2",2019
"1690","La leyenda del payaso asesino",2020
"1691","Play or Die",2019
"1692","Dokuro: Act 1",2010
"1693","A Little Long in the Tooth",2018
"1695","The Dream 2",2019
"1699","Untitled Russian Razor Massacre Spin-Off",2019
"1703","Fifty Six",2020
"1705","Güzelligin Portresi",2019
"1707","Cerca de la Locura",2007
"1710","Pandamonium",2020
"1712","Cabina de la Locura",2019
"1714","SCP: Pestilence",2020
"1715","Stringer",2020
"1717","Flesher",2019
"1718","Confessions of a Teenage Satanist",2019
"1721","Semiconductor",2018
"1722","Deep Web",2020
"1724","Otlum",2018
"1726","LOL & The Rise of Evil",2020
"1729","Girl Blood Sport",2019
"1730","Don't Drink the Milk",2019
"1731","This Body is Wrong for Us",2011
"1732","Where Is The Venkatalakshmi",2019
"1735","Other People's Music",2018
"1736","Pitasakwala Abirahasa",2011
"1739","Other People's Music",2018
"1741","The House Behind the Wall",2014
"1744","The DVD",2019
"1746","Hell's Bells",2020
"1748","Devil's Revenge",2019
"1749","Sonic.Exe",2019
"1750","Zerk",2018
"1752","Reel Dead",2018
"1753","Albarsty",2017
"1754","Camp Terror",2020
"1755","Motel Acacia",2019
"1756","Chimamire sukeban chênsô red: Kôhen - Gîko no kakusei",2019
"1759","Every Secret Thing: The Making of KKKillers",2019
"1761","Faces of the Dead",2020
"1762","Corvid's Head",2019
"1768","In Search of Darkness",2019
"1769","Hüddam 2",2019
"1771","Crímenes Imposibles",2019
"1772","Sea Beasts",2018
"1773","Dolls",2019
"1774","Evil Beneath",2019
"1775","DreadOut",2019
"1776","Strange Battle",2016
"1777","El pionero",2018
"1782","The Dracula Cult",2020
"1783","Verotika",2019
"1784","Drive-In Grindhouse",2018
"1786","The Grump Who Stole Christmas",2018
"1787","Runaway Woods",2018
"1789","Tembang Lingsir",2019
"1790","Perjanjian dengan Iblis",2019
"1791","Doctor Strange in the Multiverse of Madness",2021
"1796","PrettyFace",2019
"1797","The Ghosts of Hanley House: 50th Anniversary Edition",2018
"1799","The Cursed",2018
"1802","Rajawali",2019
"1803","La Casa",2019
"1804","The Aamazyn Killer",2019
"1806","Sahara Hellen: El Regreso del Vampiro",2019
"1809","Goodbye Mary",2020
"1813","L.I.A",2020
"1814","Strike, Dear Mistress, and Cure His Heart",2018
"1816","The Demon of Eagle Rock",2018
"1818","Nu gui ai shang shi",2019
"1821","Bootlegger of the Damned",2007
"1822","Possessões",2018
"1823","The Car: Road to Revenge",2019
"1825","Inside The Boys",2018
"1829","Puppet Master: Blitzkrieg Massacre",2018
"1830","Ghost",2019
"1831","Muse",2019
"1832","Grosshouse II",2018
"1834","Bloody Bits: Shorts Compilation Vol. 2",2018
"1835","Tusuk Jelangkung di Lubang Buaya",2018
"1838","Silam",2018
"1839","Xin jiang shi xian sheng 2",2018
"1845","The Truth Will Out",2020
"1846","Halloween Horror Tales",2018
"1847","Quest of fear",2018
"1848","Felina",2019
"1849","Dead Dicks",2019
"1852","Kaaku?",2019
"1857","D.E.M.O.N.I.C. Stories",2020
"1858","Red Letters",2019
"1859","Anushthaana",2013
"1860","Khooni Maut",1987
"1861","Wengi: Anak Mayit",2018
"1863","Moonbow",2019
"1864","Doorway",2019
"1866","Doll House",2020
"1868","Deadtime Tales 2",2018
"1869","Seytan Geçidi Enhara",2018
"1870","Koko-di Koko-da",2019
"1872","Outcry",1998
"1873","A Night at the School",2019
"1877","Road Meat",1989
"1880","Zoorastia",1978
"1883","Candyman",2020
"1885","The Truth of IT",2018
"1896","The Woods of Purgatory",2018
"1898","Airaa",2019
"1899","Iruttu",2019
"1900","Careful What You Wish For",2017
"1901","Chiroptera",2019
"1902","Elevator to Insanity",2018
"1905","Just a Child",2019
"1907","Arwah Tumbal Nyai: part Nyai",2018
"1914","Halloween Do you believe in the boogeyman",2019
"1916","Wake Up to Kill 3",1996
"1917","Deathcember",2019
"1918","Black Goblins",1990
"1919","Empty House",2020
"1921","Hymns of Abarise - Megan",2019
"1924","The Ungulate",2019
"1925","Devil in the Woods",2020
"1927","Eghlima",2007
"1928","Ma",2018
"1931","Welcome to the Strange",2018
"1935","Ungala Podanum Sir",2019
"1936","Nicole",2018
"1942","Dwellers",2020
"1943","Virgin Genocide",2018
"1945","The Devil's Camera",2018
"1948","Anunnaki The fallen of the sky",2018
"1952","The Crescent Moon Clown",2018
"1954","The Rejected",2019
"1956","Tong prolueng",2016
"1958","De dødes tjern",2019
"1959","'Chô' kowai hanashi 2",2017
"1960","The Amusement Park",1973
"1961","8 Ball Clown II",2019
"1963","Tales from the Backyard",2015
"1964","Halloween: Unforgiving",2019
"1967","Dracula: Consummation",2011
"1970","Rattlesnake",2019
"1975","The Devils",2019
"1979","Dongeng Mistis",2018
"1980","The Fifth Chamber Ouija",2008
"1981","Vaira",2017
"1982","Episodic",2018
"1983","Time of the Eagle",1979
"1984","In a Stranger's House",2018
"1986","Thanthrika",2018
"1987","Blood Alley - Chillicothe Makes a Movie",2018
"1991","Las Brujas de E'lente",2018
"1992","Class of 2018",2018
"1993","Scarlet Cay",2018
"1999","Qarakoz",2018
"2001","The Allendale Curse",2019
"2007","Halloween: The Death of Michael Myers",1996
"2008","StellaStrega",2018
"2009","Conjuring Curse",2018
"2013","O gemu - yonju hachinichi ato kohen",2014
"2014","O gemu - yonju hachinichi ato zempen",2014
"2015","Singsu",2018
"2016","The Hollow World",2018
"2018","Opera Mortem",1973
"2020","Seton Falls Park",2019
"2022","29 Needles",2019
"2023","Arumi",2018
"2024","Wahana Rumah Hantu",2018
"2025","Antrum: The Deadliest Film Ever Made",2018
"2027","Zonbi gokudo",2001
"2029","The Whisper Spooky",2004
"2030","The Getaway",2017
"2031","Project Dead Zone",2018
"2032","Real Zombi Revolver",2005
"2033","Magic House",2009
"2034","Children of the Fall: Director's Cut",2017
"2035","Cursed forest",2018
"2036","Lolovokatra 2",2000
"2037","All Souls Night",2018
"2038","Carnivale' Creepshow",2014
"2040","That Time Someone Got Murdered on Olson St.",2018
"2042","Cruel Tango",2012
"2043","Chcípáci",2006
"2044","Loan Shark Massacre",2018
"2049","Nasca Yuukai",2017
"2050","Apóstata",2019
"2051","Soy tóxico",2018
"2054","Lady of The Night",2009
"2057","The Curse of Halloween Jack",2019
"2062","In Search of Fear",2019
"2063","Foster Home Seance",2018
"2068","Tokyo Ghoul: 'S'",2019
"2071","The Trick or Treat Picture Show",2019
"2072","Ghoulish",2018
"2074","Clownery",2020
"2076","Trick",2019
"2077","Cremated",2020
"2079","Seytan Oyunu",2019
"2080","Endohell Terminus",2018
"2081","Zong xie",2018
"2082","Devi 2",2019
"2083","Yeo-gok-seong",2018
"2086","Brahms: The Boy II",2020
"2089","Night People",2011
"2091","Teen Zombies in Love",2008
"2092","The Sunless Remembered",2018
"2097","Endohell",2016
"2099","Warning: No Trespassing",2018
"2101","Kindred Spirits",2019
"2102","Tujuh Bidadari",2018
"2105","Call of the Undead",2018
"2106","Book of Evil",2018
"2107","Dark Sister",2018
"2108","The Plague 3: The Road's End",2018
"2116","Inferno",2017
"2117","La Paura Trema Contro",2019
"2118","Kan-yû",2018
"2119","KKKillers",2018
"2120","The Returning",2018
"2121","Haq E Sailani",2017
"2122","The World is Full of Secrets",2018
"2123","Blood Falls",2018
"2127","Cerita Hantu Malaysia",2014
"2128","El ummar",2018
"2132","Ohio Zombie Guard",2018
"2133","Insert Emoji",2017
"2134","Eiga: Toshimaen",2019
"2135","The Dead and the Damned 3: Ravaged",2018
"2136","Dark Light",2019
"2137","The Awakening of Lilith",2020
"2140","Scenes from the Dark Side - The House on Pilot Hill",2018
"2142","Anti Zombie Force",2018
"2144","Zi sha qian 14 tian",1999
"2145","Exhuminus Exum - Die Macht zwischen Leben und Tod",2005
"2148","Beware the Eye of Amun-Ra",2018
"2149","Jaga Pocong",2018
"2150","Sugar Town",2018
"2156","Slumber Still: Out of Light",2018
"2158","Bairy Suratiya",2020
"2164","Revenge of the Pontianak",2019
"2165","Mekulalim",2018
"2166","Andhaghaaram",2020
"2168","Peril of Darkness",2018
"2169","Vampz!",2019
"2172","Once upon a Night",2018
"2173","Uncle David 2",2018
"2177","Matar al dragon",2019
"2180","The Monster Pool",2015
"2182","Happy Birthday Hannah",2018
"2183","Wrinkles the Clown",2019
"2185","MVB Films Halloween Horror Stories Vol II",2018
"2186","Cin Tepesi",2018
"2187","Clown vs. Vampires",2019
"2190","Tabu: Mengusik Gerbang Iblis",2019
"2192","El Pollo Es Loco",2018
"2194","Little Voice",2018
"2196","Sorority Scare Game",2018
"2197","Outcast",2018
"2198","Gretel & Hansel",2020
"2199","SYD. Effects that aren't special anymore",2018
"2205","Marionette",2018
"2210","Halloween II: The Return Of Michael Myers",2017
"2211","Xue tai huan gu",2004
"2214","Zweisam gemeinsam einsam",2018
"2215","In The House of Ravens",2018
"2217","Dark 72",2019
"2219","After School Lunch Special",2019
"2221","Relic",2020
"2222","Shan gou 2003: Shou xing xian jing",2003
"2225","Beyond the Macabre",2019
"2227","Terror Take Away",2018
"2229","Death World",2018
"2230","Return to Clark County",2019
"2232","Wicked Tales",2018
"2235","Devonian Fever Trip",2019
"2241","Chimamire sukeban chênsô red: Zenpen - Nero no fukushû",2019
"2242","Water",2019
"2244","O Nó do Diabo",2018
"2246","Two Eighteen",2018
"2247","Opening the Mind",2019
"2248","Funland",2008
"2249","Number Game",2018
"2250","Play with Me",2018
"2251","H0us3",2018
"2254","Ku zak",2018
"2255","9.13 Hui jia",2017
"2256","Mane No.67",2018
"2257","Baiorêtâ",2018
"2258","Loveland",2019
"2259","The Family Business",2009
"2267","The Unhaunted",2019
"2270","Suzzanna: Bernapas dalam Kubur",2018
"2272","3 A.M.",2018
"2273","42 - 66 Le origini del Male",2017
"2278","What Becomes of Us",2018
"2281","Gakkô-gurashi!",2019
"2283","Poland's Gay Shocker",2018
"2284","The Spell",2019
"2286","The Glorification of Gwen",2018
"2288","Tales for the Midnight Hour",1999
"2289","Patient 001",2018
"2290","Arwah Tumbal Nyai the Trilogy: part Arwah",2018
"2292","M-Agent",2013
"2293","Killer Therapy",2019
"2295","Bliss",2019
"2296","Girl on the Third Floor",2019
"2297","For the Love of Halloween",2018
"2298","Lääkekoe",2018
"2299","Callous",2018
"2301","A Meowy Halloween",2018
"2303","Seclusive Fright",2019
"2308","Synchronic",2019
"2311","Bumperkleef",2019
"2312","Terror Nullius",2018
"2313","This Guest of Summer",2020
"2314","Locked Alone",2018
"2315","The Jonestown Haunting",2020
"2316","Koud Licht",2020
"2318","Aamis",2019
"2320","Notuku Potu",2017
"2321","Cleavers: Killer Clowns",2019
"2322","No Such Thing As Monsters",2019
"2324","Confessions Of A Homicidal Prostitute: Demonatrix",2018
"2325","Kreepie's Kurse",2019
"2327","Another Apocalyptic Zombie Movie",2018
"2330","7ujuh",2018
"2333","The Other Side",2018
"2335","Perempuan Tanah Jahanam",2019
"2340","The Psychics",2019
"2342","You Might Be the Killer",2018
"2344","The Antenna",2019
"2345","After She Wakes",2019
"2346","The Light",2019
"2347","Z",2019
"2348","Sakral",2018
"2349","Sleep",2018
"2351","Cargo",2019
"2356","Jigoku Shôjo",2019
"2357","Paranormal Farm 2 Closer to the Truth",2018
"2358","Dachra",2018
"2367","Wicked Witches",2018
"2373","Dark House: The Legend of Dark House",2018
"2375","Arbitrium",2020
"2379","No Exit",2019
"2381","Rootwood",2018
"2388","Project Aegis - Angel In The Ashes",2019
"2389","Nevrland",2019
"2390","Fear and Desire",2019
"2391","Yeh Hai Paranormal Ishq",2018
"2393","The Focusing Effect",2018
"2396","Uroboro",2019
"2397","My Deadly Playmate",2018
"2398","Samhain: A Halloween Horror Movie",2018
"2399","Souls",2018
"2400","Halloween Hell Night",2018
"2402","The Embraced",2019
"2403","El Culto de las Asesinas",2006
"2408","Asih",2018
"2412","Mushkil",2019
"2416","Ngok mung",2004
"2417","The House of Locke",2019
"2420","The Blackwell Ghost 2",2018
"2421","Dead Alive Series",2018
"2422","Creature from Cannibal Creek",2019
"2423","Khennas",2018
"2425","The Blood Thins",2019
"2427","Human Hibachi",2020
"2429","American Antichrist",2018
"2430","FilmFrights",2019
"2432","Eaters of the Dead",2017
"2434","Wedding 93",2018
"2435","Soul Searching",2018
"2439","Unleashing the Demons",2019
"2440","Ashes",2018
"2444","Must Escape from the Slaughtercity",2019
"2446","A través del espejo",2018
"2447","Monster Invaders from Space",2018
"2448","Casting",2010
"2449","Unveiling The Horse Demon",2016
"2450","The Soul Thief Aftermidnight",2018
"2451","American Hunt",2019
